reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
714263.0,2021/01/05 05:00:00+00,CIRCLE K #4700107,9003 GALENE DR,40299.0,2021/01/05 05:00:00+00,4,SURVEY,2758.0
714314.0,2021/01/05 05:00:00+00,EDIBLE ARRANGEMENTS #1197,6515 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2759.0
714315.0,2021/01/05 05:00:00+00,PENN STATION,6525 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2760.0
714316.0,2021/01/05 05:00:00+00,JETS PIZZA #007,6523 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2761.0
714317.0,2021/01/05 05:00:00+00,GRAETER'S ICE CREAM,6509 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2762.0
714318.0,2021/01/05 05:00:00+00,MARK'S FEED STORE #5,6501 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2763.0
714319.0,2021/01/05 05:00:00+00,CHONG GARDEN,6445 BARDSTOWN RD,40291.0,2021/01/05 05:00:00+00,4,SURVEY,2764.0
714321.0,2021/01/05 05:00:00+00,SAM'S FAST FOOD 2,1785 W OAK ST,40210.0,2021/01/05 05:00:00+00,4,SURVEY,2765.0
714322.0,2021/01/05 05:00:00+00,D NALLEY'S,970 S 3RD ST,40203.0,2021/01/05 05:00:00+00,4,SURVEY,2766.0
714323.0,2021/01/05 05:00:00+00,RONALD MCDONALD HOUSE MAIN KITCHEN,550 S 1ST ST,40202.0,2021/01/05 05:00:00+00,4,SURVEY,2767.0
714324.0,2021/01/05 05:00:00+00,THREE BROTHERS,2001 S 7TH ST,40208.0,2021/01/05 05:00:00+00,4,SURVEY,2768.0
714325.0,2021/01/05 05:00:00+00,MANSLICK ONE STOP SHOP,3700 MANSLICK RD,40215.0,2021/01/05 05:00:00+00,4,SURVEY,2769.0
714326.0,2021/01/05 05:00:00+00,ZAM ZAM COFFEE,1808 BERRY BLVD,40215.0,2021/01/05 05:00:00+00,4,SURVEY,2770.0
714327.0,2021/01/05 05:00:00+00,GLOBAL HEROW STORE,1736 BERRY BLVD,40215.0,2021/01/05 05:00:00+00,4,SURVEY,2771.0
714331.0,2021/01/05 05:00:00+00,PANADERIA TIENDA GUADALAJARA,4124 OUTER LOOP,40219.0,2021/01/05 05:00:00+00,4,SURVEY,2772.0
714332.0,2021/01/05 05:00:00+00,SUBWAY,5000 SHELBYVILLE RD,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2773.0
714333.0,2021/01/05 05:00:00+00,RUBY THAI KITCHEN,5000 SHELBYVILLE RD STE 1670,40207.0,2021/01/05 05:00:00+00,4,SURVEY,2774.0
714650.0,2021/01/07 05:00:00+00,MY FAVORITE MUFFIN,9800 SHELBYVILLE RD,40223.0,2021/01/07 05:00:00+00,4,SURVEY,2775.0
714651.0,2021/01/07 05:00:00+00,CIRCLE K #4700112,1330 S HURSTBOURNE PKWY,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2776.0
714653.0,2021/01/07 05:00:00+00,CHICK-FIL-A,2350 SHANE DR,40220.0,2021/01/07 05:00:00+00,4,SURVEY,2777.0
714655.0,2021/01/07 05:00:00+00,QDOBA #2274,2730 S HURSTBOURNE PKWY,40220.0,2021/01/07 05:00:00+00,4,SURVEY,2778.0
714656.0,2021/01/07 05:00:00+00,KROGER L-379,9080 TAYLORSVILLE RD,40299.0,2021/01/07 05:00:00+00,4,SURVEY,2779.0
714678.0,2021/01/07 05:00:00+00,CRACKER BARREL #522,10150 BROOKRIDGE VILLAGE BLVD,40291.0,2021/01/07 05:00:00+00,4,SURVEY,2780.0
714679.0,2021/01/07 05:00:00+00,RAISING CANE'S,6811 BARDSTOWN RD,40291.0,2021/01/07 05:00:00+00,4,SURVEY,2781.0
714680.0,2021/01/07 05:00:00+00,PAPA JOHN'S,5709 BARDSTOWN RD,40291.0,2021/01/07 05:00:00+00,4,SURVEY,2782.0
714681.0,2021/01/07 05:00:00+00,SUGAR AND SPICE,5613 BARDSTOWN RD,40219.0,2021/01/07 05:00:00+00,4,SURVEY,2783.0
